ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YCR024CA	2.626	258	5041630724	163.589	163.463	0.126	0	0	
YMR014W	0.04268	2739	5000430477	2317.454	2032.603	284.851	0	0	
YBL105C	0.008728	6157	5000878770	5838.788	5975.082	-136.294	0	0	
YOR130C	0.05044	1813	5003335442	1227.091	1233.321	-6.230	0	0	
YHR211W	0.001532	6558	5000250526	5486.027	5556.567	-70.540	0	0	
YNL142W	0.02639	3083	5002364821	2176.383	2335.123	-158.739	0	0	
YBR085W	0.03843	1931	5000112249	1300.289	1212.326	87.963	0	0	
YDR444W	0.00683	3998	5002880538	3160.303	3375.885	-215.582	0	0	
YOR039W	0.04977	1488	5005614726	1091.863	1100.312	-8.449	0	0	
YDR069C	0.003576	4906	5000648013	4492.411	5161.323	-668.912	0	0	
YDR257C	0.01316	2809	5003294362	2189.960	2465.189	-275.229	0	0	
YHR213W	0.004064	1171	5001514822	828.622	863.301	-34.679	0	0	
YDR070C	0.01168	507	5002428575	380.715	375.883	4.832	0	0	
YJL164C	0.02377	2218	5000888833	1711.287	1902.247	-190.961	0	0	
YOL013C	0.008605	3380	5000781599	2460.780	2708.110	-247.330	0	0	
YOR131C	0.1107	1263	5002267519	912.893	956.445	-43.552	0	0	
YLR335W	0.08388	4070	5000289501	3263.209	2841.458	421.751	0	0	
YJR130C	0.0174	3710	5002436339	2903.082	3091.220	-188.137	0	0	
YGR005C	0.07431	2286	5000540766	1734.703	1651.926	82.777	0	0	
YOL014W	0.1152	724	5006583285	509.353	483.239	26.115	0	0	
YNL330C	0.05271	2476	5000346174	1861.733	1666.050	195.683	0	0	
YDR071C	0.3211	995	5011762821	791.451	770.122	21.329	0	0	
YGR284C	0.2065	1863	5001275812	1309.479	1208.532	100.947	0	0	
YGR093W	0.02616	2771	5001616369	2243.355	2538.176	-294.822	0	0	
YGR186W	0.04852	4326	5000010922	3359.057	3340.479	18.578	0	0	
YOR040W	0.01637	1587	5005281041	1206.429	1206.324	0.104	0	0	
YDR446W	0.00558	1717	5001105297	1278.431	1390.095	-111.664	0	0	
YGL158W	0.007747	2756	5000363936	2250.605	2432.129	-181.524	0	0	
YGR006W	0.005836	1504	5000912363	1060.925	1098.712	-37.787	0	0	
YDL027C	0.002601	2350	5003796886	1825.359	1783.347	42.012	0	0	
YHR124W	0.001351	3813	5002209636	2849.541	2986.589	-137.048	0	0	
YPL115C	0.01281	6233	5000097810	5676.592	6239.051	-562.459	0	0	
YER015W	0.005252	4662	5000087046	3470.118	3637.428	-167.309	0	0	
YDR447C	2.303	862	5001339310	557.998	422.502	135.497	0	0	
YLR237W	0.03019	3371	5003633314	2659.162	2685.769	-26.607	0	0	
YHR126C	0.008987	909	5000754334	655.988	661.054	-5.066	0	0	
YER095W	0.1299	2515	5000930961	1723.143	1805.420	-82.277	0	0	
YIR003W	0.04176	3821	5001276135	3126.002	3288.620	-162.618	0	0	
YNL331C	0.005565	2148	5005860225	1618.268	1703.064	-84.795	0	0	
YDR338C	0.01501	4379	5001966027	3189.106	2675.382	513.724	0	0	
YGR007W	0.1384	1617	5001196728	1359.705	1396.322	-36.617	0	0	
YFL003C	0.003203	5299	5000716963	4214.075	5314.931	-1100.857	0	0	
YBR200W	0.02713	3109	5000940041	2472.344	2700.151	-227.807	0	0	
YGR008C	0.1566	422	5010361443	342.661	347.049	-4.388	0	0	
YHR127W	0.07487	1484	5003667682	1021.081	1064.343	-43.262	0	0	
YOL103W	0.05326	3749	5000064104	2743.970	2677.448	66.521	0	0	
YDR339C	0.1799	1093	5000516377	786.103	777.239	8.863	0	0	
YGL159W	0.02826	2201	5000285570	1584.368	1548.119	36.250	0	0	
YER016W	0.06174	1943	5000294500	1463.878	1699.276	-235.398	0	0	
YLR045C	0.009529	5157	5000407510	4229.802	5544.168	-1314.366	0	0	
YBR201W	0.02669	1226	5003369922	877.356	884.738	-7.382	0	0	
YBR280C	0.01299	3696	5001862583	2905.191	2974.125	-68.934	0	0	
YMR015C	0.05307	3109	5000386945	2397.161	2147.778	249.383	0	0	
YGR187C	0.1533	2333	5000345455	1697.232	1650.587	46.645	0	0	
YDL210W	0.003714	3459	5000258801	2562.017	2795.836	-233.818	0	0	
YHR128W	0.4391	1392	5000394224	904.839	806.164	98.675	0	0	
YOR042W	0.09926	2326	5004271284	1775.907	1748.616	27.291	0	0	
YPL019C	0.1928	4932	5001712502	3883.627	280.068	3603.560	0	0	
YLR422W	0.004692	9841	5000065310	11456.408	14172.467	-2716.059	0	0	
YDR448W	0.02944	2526	5001023606	1914.462	1812.785	101.677	0	0	
YDL112W	0.07701	7153	5000119384	7281.113	1988.595	5292.518	0	0	
YLR046C	0.03229	1700	5001162573	1141.284	1282.620	-141.335	0	0	
YOL104C	0.003284	2063	5000733840	1525.790	1424.997	100.792	0	0	
YJR131W	0.03035	3251	5000562713	2415.059	2759.768	-344.708	0	0	
YLR238W	0.008588	2707	5000229406	2091.868	2341.972	-250.104	0	0	
YMR280C	0.001849	7281	5001334698	7630.855	9661.375	-2030.520	0	0	
YIR004W	0.07567	2379	5000657870	1885.371	1656.017	229.355	0	0	
YNL332W	0.02445	2024	5000676244	1454.511	1443.056	11.455	0	0	
YGL073W	0.01061	4569	5000661621	3932.834	3931.910	0.924	0	0	
YKL064W	0.008004	5241	5001714687	4748.193	4593.090	155.103	0	0	
YIR005W	0.02458	863	5004066681	611.977	585.806	26.171	0	0	
YDR072C	0.1466	3025	5002064041	2330.273	1975.796	354.477	0	0	
YGR285C	1.341	2403	5003953000	1842.497	886.715	955.782	0	0	
YOL015W	0.0008575	3408	5001662510	2677.402	2517.800	159.603	0	0	
YOR132W	0.05619	3222	5000443666	2432.705	2831.384	-398.679	0	0	
YDL211C	0.00424	2243	5004640809	1603.507	1694.135	-90.628	0	0	
YKL065C	0.2773	1221	5011611189	858.885	832.637	26.248	0	0	
YER096W	0.003542	2962	5001595626	2248.478	2474.327	-225.848	0	0	
YDR073W	0.002189	1065	5000545681	703.778	705.332	-1.554	0	0	
YNL054W	0.007165	5808	5000423491	5886.113	5711.332	174.780	0	0	
YKL067W	0.1686	844	5003625436	630.328	663.009	-32.680	0	0	
YOR233W	0.01452	4898	5000045276	3759.472	4130.755	-371.283	0	0	
YHR129C	0.005919	2379	5004150284	1673.299	1980.774	-307.475	0	0	
YKR028W	0.03441	5212	5003659173	5333.581	4512.740	820.841	0	0	
YCR026C	0.02697	4049	5000899279	3418.910	3096.969	321.941	0	0	
YNL333W	0.01318	1785	5001711270	1265.955	1385.010	-119.055	0	0	
YMR281W	0.05872	1833	5003091851	1289.540	1204.050	85.490	0	0	
YLR239C	0.01811	1865	5000567221	1396.487	1432.254	-35.767	0	0	
YLR423C	0.005659	2313	5002306034	1809.928	1750.484	59.444	0	0	
YLL013C	0.00261	4625	5000818076	4206.016	4886.297	-680.282	0	0	
YOR234C	1.53	693	5013215215	438.372	439.468	-1.095	0	0	
YDL212W	0.4309	1214	5006912802	874.885	821.752	53.133	0	0	
YLL014W	0.2193	595	5011354517	444.113	440.538	3.575	0	0	
YCR027C	0.006028	1222	5000771852	872.535	922.628	-50.094	0	0	
YNL334C	0.01845	1264	5000085725	928.730	987.437	-58.706	0	0	
YDR449C	0.04532	2477	5003802299	1913.373	1754.093	159.279	0	0	
YPL216W	0.002183	5270	5000407208	5506.988	5904.105	-397.117	0	0	
YOR236W	0.04166	1239	5004581068	881.156	963.128	-81.972	0	0	
YGL075C	0.001836	2187	5001173500	1675.588	1521.804	153.784	0	0	
YDL213C	0.1836	1303	5002743318	939.757	1039.922	-100.164	0	0	
YGR286C	0.0385	2179	5003165541	1615.292	1721.254	-105.962	0	0	
YPR021C	0.01202	5115	5001756206	4305.139	4227.124	78.015	0	0	
YLR138W	0.0386	5223	5000003605	4803.132	4894.248	-91.116	0	0	
YDR450W	2.541	919	5000805312	599.108	472.040	127.068	0	0	
YNL144C	0.00399	4277	5000529704	3406.973	3945.854	-538.881	0	0	
YNL145W	1.693	199	5008852145	155.153	155.130	0.022	0	0	
YNL146W	0.007205	543	5018353244	409.184	401.389	7.795	0	0	
YNL335W	0.001244	1332	5001650458	937.686	955.587	-17.901	0	0	
YAL016W	0.2432	4040	5001633221	2823.075	846.094	1976.981	0	0	
YNL147W	0.1045	651	5000299499	437.348	461.727	-24.379	0	0	
YKL165C	0.09568	5061	5000402862	4361.576	2385.322	1976.254	0	0	
YGL160W	0.01679	3437	5003127545	2546.052	2904.674	-358.622	0	0	
YNL055C	2.01	1754	5003724777	1173.378	564.113	609.265	0	0	
YPL116W	0.009965	4071	5000123712	3213.584	2972.760	240.824	0	0	
YJL062W	0.03716	4802	5001079561	3906.509	3478.466	428.043	0	0	
YOR043W	0.03686	2781	5001635955	2148.208	2363.559	-215.351	0	0	
YOL016C	0.08366	2643	5000186598	1927.298	1948.965	-21.667	0	0	
YGR009C	0.05462	3659	5002832062	2955.132	2606.291	348.840	0	0	
YGL076C	3.123	1405	5004159780	1006.056	615.607	390.449	0	0	
YNL056W	0.1266	1075	5004294158	820.094	825.100	-5.006	0	0	
YOR044W	0.03747	985	5005541049	649.429	673.557	-24.128	0	0	
YOR045W	0.4091	397	5001952904	248.831	237.607	11.223	0	0	
YNL148C	0.01073	1546	5004014404	1067.703	1164.567	-96.864	0	0	
YNL149C	0.2113	729	5000899982	531.387	485.041	46.346	0	0	
YJL063C	0.135	1528	5000275067	999.609	1008.590	-8.981	0	0	
YPL020C	0.0152	3419	5000549704	2784.605	2835.097	-50.493	0	0	
YMR190C	0.001769	7193	5000313866	7765.360	8696.242	-930.881	0	0	
YDR451C	0.01197	2178	5000178717	1522.496	1748.419	-225.922	0	0	
YDL028C	0.003841	4435	5000001353	3572.027	3647.570	-75.543	0	0	
YPL117C	0.3326	1513	5006662108	1208.029	1105.904	102.125	0	0	
YOR237W	0.002757	2470	5000033977	1908.628	2216.427	-307.799	0	0	
YGL161C	0.1985	1710	5001743552	1310.346	1223.916	86.431	0	0	
YOL105C	0.005841	3500	5000432683	2510.704	2873.828	-363.124	0	0	
YJL065C	0.1008	1053	5010584039	691.478	687.633	3.846	0	0	
YNL151C	0.0909	1288	5005554808	1048.564	1053.000	-4.436	0	0	
YPL021W	0.008535	1159	5000238810	776.536	737.067	39.469	0	0	
YDL113C	0.003804	3663	5001638425	2906.209	3327.803	-421.594	0	0	
YNL336W	0.09693	2115	5004921823	1628.462	1466.567	161.895	0	0	
YKL166C	0.02345	2271	5001182660	1718.110	1606.918	111.192	0	0	
YNL058C	0.1043	1926	5001194029	1344.930	1353.669	-8.739	0	0	
YKL167C	0.1316	762	5002005741	568.393	570.136	-1.743	0	0	
YJL165C	0.009806	4728	5001433597	4078.293	4300.009	-221.716	0	0	
YJL166W	0.4014	504	5009518305	383.416	403.957	-20.542	0	0	
YJL066C	0.01692	1506	5004624499	1063.294	1159.659	-96.366	0	0	
YCR028C	0.01329	3059	5000250044	2260.664	2421.333	-160.668	0	0	
YOR238W	0.03293	1676	5000779668	1286.051	1287.944	-1.893	0	0	
YGR010W	0.01628	2329	5005737403	1697.002	1717.780	-20.779	0	0	
YCR028CA	0.2614	758	5000637585	555.152	568.789	-13.637	0	0	
YGL162W	0.008367	1895	5003256812	1264.904	1304.529	-39.625	0	0	
YMR282C	0.004915	3406	5003771490	2609.072	2613.297	-4.225	0	0	
YPL118W	0.07304	2085	5001467494	1479.300	1435.110	44.190	0	0	
YDL114W	0.003382	1766	5012717320	1310.523	1244.965	65.559	0	0	
YMR191W	0.02216	2145	5000826431	1592.165	1747.772	-155.607	0	0	
YOL107W	0.009444	2137	5003701076	1476.395	1411.832	64.564	0	0	
YGR287C	0.001276	3226	5000633619	2634.437	2892.461	-258.024	0	0	
YMR016C	0.03397	4414	5000452040	3681.717	3961.158	-279.441	0	0	
YDR341C	0.7032	3469	5003193480	2635.767	-149.181	2784.948	0	0	
YOL108C	0.08973	935	5000808565	627.222	640.236	-13.014	0	0	
YDL115C	0.02407	1218	5001161141	1011.592	1077.879	-66.287	0	0	
YLR047C	0.001829	4317	5001040479	3159.117	3504.121	-345.005	0	0	
YOL109W	4.905	530	5008980353	460.750	411.295	49.456	0	0	
YNL152W	0.007545	2458	5001116961	1774.969	1708.203	66.766	0	0	
YDR258C	0.05604	5209	5000618070	3759.531	3239.355	520.176	0	0	
YJL068C	0.1032	1695	5001232821	1269.346	1184.191	85.155	0	0	
YNL153C	0.1514	766	5007981534	530.012	519.077	10.935	0	0	
YJL167W	0.7534	1868	5002050906	1486.506	1022.385	464.120	0	0	
YDL029W	0.3142	2410	5003297492	1671.905	1347.794	324.111	0	0	
YER098W	0.001541	4090	5000384484	3510.056	3833.766	-323.711	0	0	
YLR336C	0.02493	5076	5000438595	4242.512	4191.114	51.398	0	0	
YLR424W	0.003182	3900	5001191943	3288.196	2660.819	627.377	0	0	
YBR202W	0.02444	4461	5000062844	4013.973	4051.914	-37.941	0	0	
YGR012W	0.0289	2338	5001924136	1691.071	1942.388	-251.317	0	0	
YOL110W	0.02375	1564	5000830061	1000.787	1160.007	-159.220	0	0	
YER017C	0.05471	4665	5001179684	3520.721	3299.601	221.121	0	0	
YLR139C	0.005874	3822	5000882909	2945.408	3694.718	-749.310	0	0	
YOR046C	0.2904	2865	5000015749	2114.303	1671.650	442.653	0	0	
YOL111C	0.1793	1238	5005161778	887.705	890.859	-3.154	0	0	
YLR048W	1.466	1667	5001616554	1048.991	592.562	456.429	0	0	
YDL214C	0.001667	3981	5000132186	3183.165	4221.388	-1038.224	0	0	
YKR029C	0.01045	4334	5001116200	3510.372	3529.352	-18.980	0	0	
YMR017W	0.004293	2357	5002313883	1733.509	1794.384	-60.875	0	0	
YER018C	0.008176	1520	5004116446	926.419	1047.811	-121.392	0	0	
YER019CA	0.4284	589	5005364363	360.448	375.564	-15.117	0	0	
YBL106C	0.004269	5970	5000153316	5000.773	4396.627	604.146	0	0	
YDR259C	0.01491	2203	5001038084	1653.590	1730.271	-76.680	0	0	
YER099C	0.1034	2028	5004839954	1356.461	1213.375	143.086	0	0	
YBR281C	0.02329	5146	5001365778	4218.770	4037.397	181.373	0	0	
YDR260C	0.02058	985	5001255728	703.666	697.717	5.948	0	0	
YGL077C	0.1916	3421	5004384960	2474.608	1575.421	899.187	0	0	
YBL107C	0.01805	1135	5000523415	821.757	758.501	63.256	0	0	
YMR283C	0.01597	2963	5001973804	2285.136	2049.822	235.313	0	0	
YGR288W	0.002276	2857	5000662560	2087.589	2253.701	-166.113	0	0	
YBR282W	0.1557	865	5007345467	606.548	606.596	-0.048	0	0	
YKR030W	0.05481	1659	5013821590	1147.016	1204.429	-57.413	0	0	
YMR109W	0.03117	6540	5000186784	6109.821	6366.219	-256.397	0	0	
YOR239W	0.03948	3230	5000877475	2840.195	2659.051	181.144	0	0	
YER100W	0.1266	1453	5004938023	1049.614	1093.700	-44.086	0	0	
YOL017W	0.009406	4091	5000277052	3278.807	3643.275	-364.468	0	0	
YLR141W	0.006023	2326	5000264101	1575.158	1606.478	-31.320	0	0	
YLR340W	4.073	1883	5004660386	1292.219	536.094	756.126	0	0	
YFL004W	0.1016	4944	5000135496	3845.945	2984.929	861.016	0	0	
YLR049C	0.03151	2483	5001308907	1874.960	1975.132	-100.172	0	0	
YFL005W	0.1299	1212	5017559095	895.811	854.833	40.978	0	0	
YOR047C	0.01973	2613	5002973277	1944.263	2001.215	-56.952	0	0	
YDL030W	0.007163	3033	5001334101	2353.215	2272.580	80.635	0	0	
YLR050C	0.1289	934	5000553043	669.742	688.115	-18.373	0	0	
YDR545W	0.0632	9233	5000148111	9910.170	119.269	9790.901	0	0	
YDR452W	0.1099	3606	5003601809	3049.403	2789.997	259.407	0	0	
YHR131C	0.006282	5138	5000022373	3996.346	4244.956	-248.611	0	0	
YOL112W	0.01717	2841	5000115688	2154.478	2287.950	-133.473	0	0	
YPL119C	0.002575	3814	5000995881	2795.921	2464.751	331.171	0	0	
YNL154C	0.09826	3191	5000532345	2422.831	1859.394	563.437	0	0	
YGR188C	0.001858	5728	5000354252	5102.819	5976.542	-873.723	0	0	
YMR018W	0.004085	2841	5000089104	2288.635	2017.003	271.631	0	0	
YLR051C	0.07923	1296	5005548120	911.294	835.213	76.081	0	0	
YEL001C	0.2755	1224	5001244753	936.897	853.672	83.225	0	0	
YDR453C	0.01796	1208	5004795333	815.771	865.022	-49.251	0	0	
YOL018C	0.01335	2250	5001374760	1733.413	1799.356	-65.943	0	0	
YLR240W	0.01059	5182	5000219869	4201.619	3784.345	417.273	0	0	
YNL059C	0.02693	4263	5000190499	3529.981	3177.515	352.465	0	0	
YKL168C	0.007588	4281	5000060695	3360.949	4108.817	-747.868	0	0	
YER019W	0.09797	2907	5000721236	2090.712	2106.247	-15.535	0	0	
YNL155W	0.02245	1490	5004536302	1152.916	1275.939	-123.023	0	0	
YHR027C	0.3025	5740	5000116917	4590.475	-2213.301	6803.776	0	0	
YGR013W	0.01226	3482	5000548794	2775.753	2917.035	-141.281	0	0	
YDR454C	0.7412	1001	5005739503	772.161	734.124	38.037	0	0	
YLR052W	0.02363	1433	5002777049	1056.315	948.928	107.388	0	0	
YKL170W	0.1414	825	5014741937	568.323	573.308	-4.986	0	0	
YJL069C	0.0834	3497	5000904870	2662.253	2226.018	436.235	0	0	
YLR053C	0.01328	504	5006036338	443.127	472.155	-29.027	0	0	
YER101C	0.008751	2520	5002704389	1875.344	1639.371	235.974	0	0	
YBR086C	0.2155	5320	5000138341	4359.786	-430.372	4790.158	0	0	
YLR341W	0.005738	2490	5002929734	2106.571	2345.871	-239.300	0	0	
YMR192W	0.005914	4362	5000172724	3303.039	3726.584	-423.545	0	0	
YLR142W	0.01035	2835	5001432106	2080.856	2358.708	-277.852	0	0	
YIL082WA	0.003392	7805	5000177915	8232.242	8188.849	43.393	0	0	
YDR342C	0.5598	3313	5002037705	2480.202	646.172	1834.030	0	0	
YJL168C	0.007234	3929	5000142910	3392.923	3400.484	-7.561	0	0	
YDR074W	0.05416	4871	5000124795	4253.607	3547.822	705.785	0	0	
YDR261C	0.06478	3273	5000296027	2492.558	2393.221	99.336	0	0	
YMR110C	0.07744	3134	5000206960	2339.423	2648.412	-308.988	0	0	
YER102W	6.546	1126	5002187774	819.683	454.911	364.772	0	0	
YMR284W	0.009631	3289	5000513004	2688.037	2837.290	-149.253	0	0	
YMR193W	0.03648	1389	5005544502	1088.238	1084.861	3.377	0	0	
YJL170C	0.02429	1158	5002244661	873.483	954.540	-81.056	0	0	
YOR241W	0.1042	3234	5000163514	2429.319	2340.906	88.413	0	0	
YDL116W	0.04048	4277	5002351932	3354.468	3315.537	38.932	0	0	
YMR194W	1.045	704	5004481265	408.989	389.202	19.787	0	0	
YMR195W	0.08284	728	5001253375	521.267	545.472	-24.205	0	0	
YGR289C	0.004387	3680	5001723352	2761.456	2973.937	-212.480	0	0	
YDR262W	0.03077	1580	5001698470	1145.638	1214.723	-69.085	0	0	
YNL156C	0.1502	1826	5002574696	1264.683	1270.469	-5.785	0	0	
YBR087W	0.08409	2245	5005003758	1513.410	1345.766	167.644	0	0	
YFR019W	0.0006267	11286	5000128259	14819.964	18665.414	-3845.450	0	0	
YEL002C	0.2796	2481	5002716597	1842.735	1623.052	219.684	0	0	
YEL003W	0.2323	576	5001139435	506.113	517.885	-11.772	0	0	
YNL157W	0.2783	948	5004849726	692.859	674.926	17.933	0	0	
YER020W	0.05806	2620	5001516265	1958.020	2011.742	-53.722	0	0	
YKL068W	0.04234	5088	5000067553	4684.801	4510.812	173.989	0	0	
YJR132W	0.00744	6332	5000533117	5194.964	5869.941	-674.977	0	0	
YIL083C	0.1279	2139	5001816617	1560.841	1505.889	54.952	0	0	
YBR283C	0.4087	3091	5003539894	2119.404	839.852	1279.552	0	0	
YDR075W	0.01165	1752	5002254540	1305.189	1468.926	-163.737	0	0	
YPL120W	0.01493	3294	5000221703	2486.384	2804.663	-318.279	0	0	
YKL069W	0.05668	1047	5001740083	746.443	791.279	-44.836	0	0	
YNL158W	0.01354	1250	5006494495	830.792	796.653	34.139	0	0	
YOR242C	0.007627	2034	5001727377	1592.629	1583.829	8.800	0	0	
YBL111C	0.00322	4071	5001640924	3035.879	3005.753	30.125	0	0	
YJR133W	0.2099	1232	5000701157	872.018	775.973	96.045	0	0	
YKL070W	0.001638	906	5003620005	702.557	642.948	59.610	0	0	
YBR088C	0.3611	1476	5004936946	1081.404	910.436	170.968	0	0	
YBL112C	0.3144	692	5001774692	429.329	451.909	-22.580	0	0	
YHR132C	0.3949	2440	5002677729	1837.357	765.392	1071.965	0	0	
YPL121C	0.004373	1081	5001065771	925.856	864.359	61.497	0	0	
YML049C	0.004845	8010	5000492718	7211.930	5816.422	1395.508	0	0	
YBR090C	0.06787	807	5001700230	503.250	494.231	9.019	0	0	
YJL171C	0.1433	2272	5006262620	1704.339	1616.290	88.049	0	0	
YBR091C	0.1748	582	5005547459	446.126	423.939	22.187	0	0	
YMR111C	0.03	2796	5000049686	2032.030	1986.940	45.090	0	0	
YEL004W	0.01383	2018	5003267080	1470.264	1441.503	28.761	0	0	
YKL071W	0.002035	1492	5009466684	1075.711	1101.493	-25.782	0	0	
YMR112C	0.2359	718	5000291578	540.672	539.313	1.359	0	0	
YOL019W	0.1159	3219	5003786515	2429.767	2233.708	196.059	0	0	
YCR030C	0.01819	5454	5001300780	4160.052	4883.047	-722.995	0	0	
YDR263C	0.004606	2542	5013306246	1873.225	2254.868	-381.643	0	0	
YOL113W	0.001994	3734	5000623957	2978.017	3409.109	-431.093	0	0	
YIL084C	0.002397	1955	5000124498	1401.290	1605.427	-204.137	0	0	
YMR285C	0.015	2877	5000277685	2276.647	2357.618	-80.972	0	0	
YGR189C	0.5382	3030	5001840823	2188.386	584.842	1603.545	0	0	
YHR133C	0.2999	1695	5000054607	1223.717	1157.422	66.295	0	0	
YML050W	0.005884	1826	5005437088	1315.412	1449.673	-134.261	0	0	
YMR286W	0.2758	552	5004360337	351.281	367.646	-16.365	0	0	
YDR076W	0.005195	2299	5003366147	1752.044	2013.258	-261.214	0	0	
YEL005C	0.005879	1666	5003457571	1192.939	1142.143	50.796	0	0	
YNL159C	0.01316	1753	5000814525	1225.218	1261.076	-35.859	0	0	
YOL114C	0.008035	1106	5000340707	841.162	830.803	10.358	0	0	
YCR031C	4.119	915	5005239872	560.412	446.139	114.273	0	0	
YFR021W	0.01309	2985	5001210695	2199.889	2184.355	15.534	0	0	
YBR203W	0.003979	4943	5000740426	4461.189	5027.131	-565.942	0	0	
YGL078C	0.4686	3031	5000388447	2283.016	653.626	1629.390	0	0	
YHR134W	0.006764	1625	5002507046	1138.746	1281.118	-142.373	0	0	
YGR292W	0.004437	3109	5000424724	2621.060	3066.911	-445.851	0	0	
YPR022C	0.005712	6375	5000229465	5714.128	5846.410	-132.282	0	0	
YDR456W	0.0293	3956	5002034008	2837.471	3162.575	-325.104	0	0	
YGR294W	0.08768	743	5007115250	493.836	488.640	5.196	0	0	
YNL061W	0.1779	3597	5000633309	2765.063	1212.288	1552.775	0	0	
YGL079W	0.03194	1134	5001319484	911.801	896.488	15.313	0	0	
YGL080W	0.1413	727	5002075421	535.017	507.872	27.144	0	0	
YLR143W	0.03231	3916	5000180335	3126.679	3308.845	-182.167	0	0	
YEL006W	0.006662	2140	5002578155	1438.657	1550.861	-112.204	0	0	
YOR133W	2.678	4679	5000125618	3646.633	-4912.951	8559.585	0	0	
YLR054C	0.004178	4371	5001047149	3320.593	3959.166	-638.573	0	0	
YMR113W	0.0725	2609	5000056099	1865.463	1794.330	71.133	0	0	
YML051W	0.01546	2557	5000363721	1903.394	2136.370	-232.975	0	0	
YGL163C	0.00626	5532	5001332884	4339.907	4127.158	212.749	0	0	
YBR204C	0.0253	2052	5001205794	1626.021	1528.089	97.933	0	0	
YER021W	0.18	3151	5000033956	2296.109	1731.034	565.075	0	0	
YBR092C	0.5274	2543	5002444788	1997.353	1002.582	994.771	0	0	
YNL242W	0.008761	8209	5000018295	8622.303	9289.256	-666.953	0	0	
YGL081W	0.007746	1810	5000588877	1361.268	1396.701	-35.432	0	0	
YNL160W	0.57	2199	5002024012	1494.730	961.618	533.112	0	0	
YPR023C	0.08913	2312	5001195292	1742.924	1888.822	-145.898	0	0	
YDR343C	0.584	3421	5000247186	2462.698	210.465	2252.233	0	0	
YGR295C	0.3151	2187	5003188848	1639.742	1290.822	348.920	0	0	
YPL122C	0.03106	3087	5001585785	2277.666	2849.710	-572.044	0	0	
YDR077W	2.698	2252	5003594521	1412.284	89.761	1322.523	0	0	
YJL172W	0.09386	3371	5000830717	2555.357	2356.079	199.278	0	0	
YPL022W	0.008214	6443	5000077576	5518.276	7606.345	-2088.069	0	0	
YJL173C	0.3927	622	5028228599	502.786	488.875	13.911	0	0	
YIL085C	0.04561	2818	5004739078	2261.107	2390.674	-129.567	0	0	
YMR114C	0.0131	2024	5002791222	1580.313	1731.238	-150.925	0	0	
YER103W	0.06874	3942	5000076356	2897.166	3310.512	-413.346	0	0	
YDR078C	0.005275	1229	5001574389	931.983	965.615	-33.632	0	0	
YML052W	0.5935	1887	5000698336	1271.125	904.201	366.923	0	0	
YIL087C	0.02638	1114	5000571549	654.268	650.816	3.453	0	0	
YOR134W	0.007853	2398	5000782493	1770.079	1853.330	-83.251	0	0	
YDR079W	0.07846	624	5015464410	453.723	461.487	-7.764	0	0	
YPL217C	0.08701	5820	5002227818	5783.217	5125.590	657.627	0	0	
YNL062C	0.1192	2695	5001038313	2083.857	1846.311	237.546	0	0	
YJR134C	0.01667	4012	5000064900	3263.016	3262.290	0.725	0	0	
YGR094W	0.3287	6140	5000296255	5160.289	-5589.461	10749.750	0	0	
YBR205W	0.1457	2173	5003436215	1722.339	1651.756	70.583	0	0	
YGL082W	0.06737	2191	5001470667	1650.433	1660.265	-9.831	0	0	
YER104W	0.00627	1273	5009430769	876.864	843.984	32.880	0	0	
YML053C	0.08723	1009	5005081853	877.827	906.188	-28.361	0	0	
YJL070C	0.004867	5103	5002164562	4283.537	4928.120	-644.583	0	0	
YLR241W	0.04131	4939	5000153394	3646.832	3194.081	452.751	0	0	
YPL218W	0.5079	1216	5003270435	785.934	765.638	20.296	0	0	
YOL115W	0.0131	3299	5001406356	2601.510	2384.769	216.741	0	0	
YJL174W	0.3602	1655	5000995209	1155.702	1025.277	130.425	0	0	
YOR048C	0.03382	5052	5003247466	4860.581	5358.605	-498.024	0	0	
YOR243C	0.09005	3936	5000924091	3063.106	2299.377	763.729	0	0	
YHR135C	0.1194	3109	5001093810	2388.888	1978.621	410.267	0	0	
YKL171W	0.0008877	4807	5003880930	4539.503	5209.455	-669.952	0	0	
YOL020W	0.04904	3460	5001201423	2647.531	2721.670	-74.139	0	0	
YJR135C	0.00141	1470	5004189298	1005.039	1064.749	-59.709	0	0	
YGR095C	0.2339	1381	5000630011	933.625	934.399	-0.774	0	0	
YHR028C	0.08181	4725	5000801502	3761.467	2498.718	1262.749	0	0	
YHR136C	0.08916	897	5001425046	613.041	633.206	-20.164	0	0	
YMR019W	0.008802	5466	5000241933	4568.524	4999.204	-430.680	0	0	
YPL123C	0.005977	2371	5001037869	1888.947	2136.376	-247.428	0	0	
YNL063W	0.02065	1908	5001523994	1338.013	1515.212	-177.199	0	0	
YBR093C	0.2518	2573	5000751645	2025.100	1436.035	589.065	0	0	
YHR029C	0.06913	1616	5000767115	1245.266	1292.830	-47.564	0	0	
YPL124W	0.01218	1563	5000225634	1059.737	1205.488	-145.750	0	0	
YLR055C	0.02866	3445	5003002110	2697.959	2566.623	131.336	0	0	
YOR049C	0.002198	2060	5001682501	1513.903	1671.718	-157.815	0	0	
